Year,Date,3,Count,Lat,Lng
2008,7,2,0.0,45.65612276,-73.5152438
2009,6,2,0.0,45.62328154,-73.56651582
2009,5,1,0.0,45.4273897,-73.90462881
2008,12,3,0.0,45.49115117,-73.6965352
2007,1,2,0.0,45.538838,-73.64582769
2010,12,2,0.0,45.47431667,-73.62546073
2006,4,1,0.0,45.43672784,-73.73483043
2006,11,2,0.0,45.52154326,-73.72665726
2008,4,2,0.0,45.4340489,-73.92665389
2008,11,3,0.0,45.57030613,-73.66225679
2009,9,3,0.0,45.65058476,-73.54415062
2010,5,2,0.0,45.53371777,-73.56016601
2008,10,2,0.0,45.45532562,-73.8862581
2007,3,3,0.0,45.41778225,-73.93350708
2008,8,3,0.0,45.53120179,-73.56773219
2006,10,2,0.0,45.42956192,-73.68946624
2010,1,1,0.0,45.45471883,-73.90669485
2009,2,1,0.0,45.45118823,-73.68535135
2008,2,3,0.0,45.46456046,-73.69687518
2009,10,1,0.0,45.48251274,-73.59767336
2006,3,2,0.0,45.53693485,-73.54136472
2009,5,2,0.0,45.49178781,-73.61549603
2010,2,2,0.0,45.44514253,-73.75056678
2008,3,3,0.0,45.49138708,-73.62697047
2008,6,3,0.0,45.41147169,-73.91827473
2010,9,3,0.0,45.54858439,-73.67355407
2006,12,2,0.0,45.60981517,-73.58952723
2008,10,3,0.0,45.48626913,-73.76384438
2008,10,1,0.0,45.48416774,-73.77488851
2007,9,2,0.0,45.55443138,-73.63180554
2009,8,2,0.0,45.44500157,-73.75742366
2007,8,1,0.0,45.55143817,-73.58743056
2009,11,2,0.0,45.65478834,-73.49599719
2007,4,2,0.0,45.47722083,-73.55685164
2006,4,3,0.0,45.45243257,-73.90165441
2009,9,3,0.0,45.43926851,-73.74601567
2008,3,3,0.0,45.52232272,-73.66461625
2009,7,1,0.0,45.52450665,-73.65343084
2006,10,3,0.0,45.47078523,-73.64283653
2008,2,3,0.0,45.65197271,-73.53330984
2007,11,2,0.0,45.5618663,-73.55694817
2007,10,3,0.0,45.46667248,-73.65621111
2007,9,2,0.0,45.4709709,-73.61069113
2006,11,3,0.0,45.57202142,-73.52505055
2009,5,1,0.0,45.52126754,-73.70369844
2008,2,1,0.0,45.5054151,-73.66817712
2009,12,3,0.0,45.46229128,-73.722106
2007,10,3,0.0,45.62657802,-73.60281986
2007,1,2,0.0,45.47971874,-73.60683173
2006,11,1,0.0,45.48057672,-73.62294231
2007,3,2,0.0,45.59664819,-73.57153459
2009,7,1,0.0,45.46332121,-73.69550579
2007,7,2,0.0,45.56034731,-73.57144063
2008,9,2,0.0,45.50849532,-73.75922391
2008,2,3,0.0,45.49694668,-73.55708087
2010,1,1,0.0,45.48289833,-73.63274957
2006,3,2,0.0,45.65150014,-73.56710401
2006,2,1,0.0,45.47942701,-73.59157821
2006,8,3,0.0,45.45700044,-73.88577884
2008,6,2,0.0,45.62555297,-73.58544901
2009,5,3,0.0,45.50359694,-73.8132763
2010,10,3,0.0,45.57346991,-73.55707608
2010,11,1,0.0,45.50599134,-73.83590182
2007,7,2,0.0,45.49301381,-73.6381928
2008,1,2,0.0,45.4239669,-73.94552709
2009,8,2,0.0,45.44015944,-73.95635169
2006,8,1,0.0,45.46591217,-73.63484078
2008,12,2,0.0,45.40646084,-73.93927744
2009,2,3,0.0,45.48744301,-73.73240109
2008,6,1,0.0,45.51838932,-73.59543139
2010,2,2,0.0,45.48105384,-73.61052174
2009,3,1,0.0,45.48195078,-73.65077701
2007,9,2,0.0,45.53780624,-73.56233354
2009,7,3,0.0,45.46182026,-73.87710525
2007,5,2,0.0,45.43870482,-73.91834205
2007,4,1,0.0,45.41407569,-73.92962255
2010,3,1,0.0,45.47772475,-73.55932523
2007,4,2,0.0,45.51503092,-73.72798223
2008,2,2,0.0,45.64689154,-73.53095561
2006,9,2,0.0,45.49196665,-73.5542066
2008,9,1,0.0,45.5194766,-73.59865275
2006,1,3,0.0,45.61851103,-73.5041498
2009,2,2,0.0,45.48608463,-73.76121179
2006,1,1,0.0,45.56502089,-73.52167562
2008,4,3,0.0,45.43492729,-73.86278259
2009,3,2,0.0,45.48231522,-73.72495466
2010,2,1,0.0,45.43612194,-73.69996836
2007,1,1,0.0,45.51490858,-73.67438709
2010,7,1,0.0,45.51283473,-73.54369278
2007,12,3,0.0,45.54083768,-73.64190526
2007,10,2,0.0,45.43799535,-73.85146792
2008,6,2,0.0,45.43756497,-73.63619348
2008,1,1,0.0,45.4685157,-73.7790579
2008,2,3,0.0,45.47851197,-73.77103856
2009,9,3,0.0,45.50192789,-73.58240563
2009,8,3,0.0,45.40907603,-73.95199559
2010,7,2,0.0,45.48001565,-73.82823772
2007,7,1,0.0,45.63166883,-73.58627487
2010,7,2,0.0,45.45190489,-73.88676338
2008,6,1,0.0,45.62011103,-73.5179725
2006,7,1,0.0,45.49267891,-73.70682687
2009,7,3,0.0,45.59437557,-73.6012441
2007,3,1,0.0,45.63910835,-73.58064777
2006,1,1,0.0,45.55549471,-73.54088279
2009,11,1,0.0,45.45877806,-73.58496121
2006,2,3,0.0,45.48888365,-73.84683531
2006,12,3,0.0,45.47251002,-73.86961211
2010,3,3,0.0,45.49429367,-73.61898113
2006,11,2,0.0,45.52822233,-73.64084888
2009,1,1,0.0,45.50477951,-73.78266966
2006,1,1,0.0,45.43319361,-73.89290829
2010,12,2,0.0,45.63176442,-73.56835892
2008,6,2,0.0,45.65238949,-73.52662463
2008,2,3,0.0,45.46479327,-73.61072489
2009,3,3,0.0,45.57719947,-73.54653712
2009,8,3,0.0,45.46607522,-73.72922608
2007,2,1,0.0,45.5678347,-73.55098437
2010,1,2,0.0,45.59326927,-73.62027111
2006,1,3,0.0,45.45228702,-73.85657416
2009,8,1,0.0,45.43038418,-73.95683288
2008,2,3,0.0,45.48535842,-73.80158044
2010,6,3,0.0,45.44733934,-73.69330313
2007,5,1,0.0,45.52310136,-73.72542393
2007,7,2,0.0,45.59850359,-73.61892324
2006,3,3,0.0,45.48699264,-73.60998666
2007,2,3,0.0,45.49010011,-73.71382761
2009,7,3,0.0,45.5140828,-73.75026159
2006,1,3,0.0,45.61112628,-73.52554969
2010,8,1,0.0,45.66592674,-73.52785424
2009,8,3,0.0,45.622769,-73.57330959
2007,6,3,0.0,45.41919877,-73.95936547
2008,12,1,0.0,45.59043168,-73.59374987
2008,5,2,0.0,45.5383924,-73.5533752
2008,5,3,0.0,45.46854984,-73.75341773
2009,4,1,0.0,45.42616375,-73.94444382
2009,5,1,0.0,45.50200911,-73.69266768
2006,10,1,0.0,45.44414245,-73.83005015
2008,4,3,0.0,45.42684144,-73.92188419
2008,6,3,0.0,45.4448119,-73.79870278
2007,3,1,0.0,45.45532001,-73.85377034
2007,4,2,0.0,45.60860904,-73.54203622
2007,4,2,0.0,45.50361611,-73.7765883
2007,7,3,0.0,45.6471764,-73.53042277
2010,4,3,0.0,45.63905283,-73.50572183
2008,12,1,0.0,45.44072507,-73.94884116
2007,8,1,0.0,45.47419012,-73.67953923
2009,9,2,0.0,45.47452654,-73.74088961
2008,3,2,0.0,45.59787679,-73.5777273
2007,8,1,0.0,45.4295345,-73.89963669
2010,9,1,0.0,45.44305223,-73.61895959
2006,4,2,0.0,45.53644711,-73.61250386
2006,2,2,0.0,45.52730646,-73.58257719
2008,2,2,0.0,45.5054274,-73.7184368
2010,1,2,0.0,45.43879208,-73.75058888
2008,6,2,0.0,45.51866555,-73.69926011
2007,7,3,0.0,45.57228757,-73.58268569
2006,11,3,0.0,45.52261741,-73.71708345
2009,11,1,0.0,45.48089579,-73.81146637
2007,3,2,0.0,45.50507218,-73.5752528
2007,4,1,0.0,45.55898833,-73.55338497
2006,3,2,0.0,45.60553989,-73.51770688
2008,11,1,0.0,45.45746109,-73.67264795
2008,8,3,0.0,45.61758105,-73.61616086
2008,9,3,0.0,45.5558254,-73.5735572
2010,4,1,0.0,45.59308201,-73.60247396
2009,8,2,0.0,45.46289048,-73.67086173
2006,3,2,0.0,45.55985265,-73.52883361
2007,8,3,0.0,45.48073573,-73.78218771
2008,1,2,0.0,45.55602227,-73.62537583
2009,11,3,0.0,45.61603996,-73.52937452
2008,11,1,0.0,45.49091673,-73.65902692
2007,5,3,0.0,45.49058931,-73.77506149
2009,9,1,0.0,45.43108439,-73.91522584
2006,12,1,0.0,45.46726108,-73.56796292
2010,10,1,0.0,45.47347364,-73.66155645
2008,3,3,0.0,45.63951202,-73.56921231
2009,2,1,0.0,45.53009056,-73.66755249
2009,7,1,0.0,45.50441282,-73.6021493
2009,9,1,0.0,45.50550951,-73.63916492
2008,9,1,0.0,45.56309408,-73.59024077
2008,11,3,0.0,45.53084501,-73.70528997
2010,9,2,0.0,45.48474978,-73.75013446
2008,9,1,0.0,45.50944692,-73.81245107
2010,8,3,0.0,45.50077945,-73.57187029
2010,8,3,0.0,45.56010167,-73.54431433
2006,11,3,0.0,45.51740781,-73.68498944
2008,2,3,0.0,45.45486096,-73.61249041
2010,11,2,0.0,45.43275035,-73.92637463
2006,11,3,0.0,45.46807151,-73.59121042
2009,7,3,0.0,45.43604476,-73.84536526
2010,11,1,0.0,45.48231746,-73.64834352
2010,10,2,0.0,45.43721637,-73.96188972
2007,4,2,0.0,45.64144904,-73.55320431
2009,6,2,0.0,45.45537531,-73.6138095
2010,9,3,0.0,45.46882562,-73.86435051
2007,1,1,0.0,45.46263633,-73.74181072
2006,1,2,0.0,45.44465122,-73.80644639
2009,2,2,0.0,45.49339936,-73.84217888
2006,7,1,0.0,45.64028733,-73.49857854
2010,1,1,0.0,45.44270101,-73.65555348
2006,7,1,0.0,45.65271448,-73.53569922
2010,5,1,0.0,45.4566759,-73.84533034
2009,3,1,0.0,45.43684086,-73.95651525
2010,10,3,0.0,45.68115767,-73.51991125
2009,4,3,0.0,45.43210466,-73.87855838
2010,1,1,0.0,45.44467179,-73.70473431
2007,3,2,0.0,45.66715921,-73.51765598
2010,3,3,0.0,45.42918543,-73.93800812
2010,12,3,0.0,45.54736382,-73.54477547
2009,9,2,0.0,45.44804854,-73.72256638
2007,12,2,0.0,45.49651964,-73.66435284
2007,1,1,0.0,45.44472935,-73.58315003
2008,3,1,0.0,45.50051216,-73.6134432
2010,3,1,0.0,45.49367111,-73.57909121
2010,3,2,0.0,45.44076332,-73.60348268
2010,6,2,0.0,45.59233807,-73.52619725
2008,8,1,0.0,45.49847161,-73.74394073
2007,11,3,0.0,45.6503926,-73.57437513
2007,8,3,0.0,45.49953689,-73.70941699
2008,5,1,0.0,45.6553843,-73.50795388
2010,9,1,0.0,45.4596252,-73.74318784
2007,10,3,0.0,45.60910349,-73.57318896
2010,7,1,0.0,45.43139465,-73.89225144
2010,8,1,0.0,45.67235026,-73.54265672
2008,5,3,0.0,45.52139686,-73.73614839
2009,10,2,0.0,45.47645378,-73.78408184
2009,5,2,0.0,45.45649506,-73.91120715
2010,10,2,0.0,45.46557727,-73.68664745
2008,9,2,0.0,45.60432645,-73.60609783
2009,10,2,0.0,45.49806641,-73.6039261
2010,8,1,0.0,45.42616028,-73.86691095
2006,8,3,0.0,45.51058475,-73.56075599
2009,12,1,0.0,45.43993769,-73.6378347
2008,7,2,0.0,45.48792014,-73.58877422
2006,11,2,0.0,45.48139476,-73.74015289
2006,1,2,0.0,45.42824039,-73.61454283
2006,3,2,0.0,45.48124044,-73.85694168
2006,12,1,0.0,45.50601507,-73.78614212
2009,5,2,0.0,45.45988136,-73.77224597
2008,8,2,0.0,45.43452049,-73.63518903
2006,1,3,0.0,45.56466465,-73.57131356
2009,3,3,0.0,45.55970384,-73.64943448
2007,7,1,0.0,45.44418165,-73.60143754
2010,10,3,0.0,45.48836711,-73.68882522
2007,8,1,0.0,45.5207844,-73.74128937
2006,1,3,0.0,45.47015943,-73.63692583
2007,4,3,0.0,45.50009004,-73.70836512
2007,7,3,0.0,45.4634363,-73.67860975
2009,6,2,0.0,45.46742909,-73.715075
2009,11,3,0.0,45.47809005,-73.75059513
2008,12,2,0.0,45.55849787,-73.62996363
2008,7,3,0.0,45.50781178,-73.63910509
2006,9,2,0.0,45.49164397,-73.68216618
2009,7,1,0.0,45.54070525,-73.60118812
2007,4,3,0.0,45.46341234,-73.75188059
2007,2,1,0.0,45.59511447,-73.56389502
2007,6,2,0.0,45.5085283,-73.72173995
2009,8,3,0.0,45.42578286,-73.66925702
2008,5,1,0.0,45.66563639,-73.53649838
2010,2,2,0.0,45.64087631,-73.51782771
2008,8,3,0.0,45.47110553,-73.7252812
2010,8,2,0.0,45.63004464,-73.60274203
2006,12,1,0.0,45.44564509,-73.61865934
2008,2,2,0.0,45.41204404,-73.93228106
2008,6,2,0.0,45.45720234,-73.77942644
2009,8,1,0.0,45.56298884,-73.57048971
2008,4,1,0.0,45.64769453,-73.56372599
2009,2,2,0.0,45.52168314,-73.57749659
2008,8,2,0.0,45.48504299,-73.66518681
2007,1,1,0.0,45.48949212,-73.775455
2009,12,3,0.0,45.46562203,-73.65509328
2010,5,3,0.0,45.44282365,-73.66999111
2007,10,2,0.0,45.42062084,-73.94768822
2009,10,3,0.0,45.55145784,-73.65317047
2006,3,1,0.0,45.48529524,-73.8585753
2010,5,2,0.0,45.45628466,-73.65494141
2010,4,1,0.0,45.53972388,-73.59684156
2006,12,2,0.0,45.50156602,-73.64450461
2010,3,3,0.0,45.50754401,-73.701354
2010,1,2,0.0,45.62769308,-73.5352084
2008,9,1,0.0,45.44915557,-73.88534934
2007,9,2,0.0,45.51496905,-73.63549464
2007,6,3,0.0,45.42979412,-73.92155865
2006,11,3,0.0,45.43819489,-73.91758532
2007,4,2,0.0,45.51856281,-73.68277678
2009,7,3,0.0,45.50611189,-73.7415892
2008,2,1,0.0,45.46187493,-73.6871771
2006,4,2,0.0,45.5283919,-73.69096918
2008,10,3,0.0,45.49682929,-73.74864939
2010,3,1,0.0,45.45600541,-73.66400189
2010,12,1,0.0,45.49247553,-73.65176771
2009,10,1,0.0,45.62618527,-73.55022967
2009,7,2,0.0,45.56590945,-73.59685034
2008,1,2,0.0,45.45240117,-73.79444346
2008,8,1,0.0,45.6441655,-73.56582309
2008,9,2,0.0,45.55507015,-73.56899811
2006,9,1,0.0,45.45043707,-73.84442867
2009,3,3,0.0,45.45113016,-73.88034904
2010,4,3,0.0,45.44162224,-73.59900524
2007,7,3,0.0,45.63267224,-73.58293235
2006,10,3,0.0,45.61563262,-73.60872379
2008,3,3,0.0,45.4904423,-73.82188361
2009,2,3,0.0,45.44561443,-73.66251757
2010,4,1,0.0,45.4558585,-73.62018755
2009,4,2,0.0,45.48719636,-73.70063298
2007,1,1,0.0,45.41745098,-73.94971049
2006,3,1,0.0,45.56036075,-73.53589694
2006,11,3,0.0,45.47102027,-73.69786673
2008,1,1,0.0,45.53904735,-73.61375527
2009,12,2,0.0,45.4342901,-73.92000345
2010,6,3,0.0,45.65155088,-73.56658662
2006,8,2,0.0,45.47861551,-73.76268138
2006,5,1,0.0,45.61581228,-73.52267116
2007,8,1,0.0,45.62868598,-73.5218951
2008,12,1,0.0,45.4871317,-73.65441646
2010,6,1,0.0,45.50318663,-73.63690846
2008,6,1,0.0,45.42796176,-73.94054402
2006,8,3,0.0,45.62358528,-73.60128675
2006,11,3,0.0,45.6578543,-73.53431086
2008,6,2,0.0,45.46444363,-73.62919295
2009,1,1,0.0,45.52135205,-73.57207099
2009,2,1,0.0,45.52027755,-73.74286578
2010,2,1,0.0,45.62366598,-73.58035843
2008,9,3,0.0,45.48212896,-73.71152635
2009,2,3,0.0,45.4350163,-73.66029359
2010,2,1,0.0,45.498061,-73.65540387
2007,2,3,0.0,45.60230461,-73.54872474
2010,5,3,0.0,45.51543347,-73.63209989
2008,6,1,0.0,45.66953342,-73.54768847
2006,5,2,0.0,45.54086834,-73.59412292
2010,8,1,0.0,45.62983205,-73.60169683
2007,8,3,0.0,45.56768406,-73.59047247
2010,11,2,0.0,45.48938174,-73.73724499
2007,8,3,0.0,45.54444281,-73.55107816
2009,7,1,0.0,45.44403808,-73.84597563
2010,2,2,0.0,45.45166548,-73.78425948
2007,5,1,0.0,45.58548513,-73.60503308
2010,2,3,0.0,45.48423727,-73.73128354
2006,2,3,0.0,45.50827793,-73.74291301
2010,12,2,0.0,45.48173045,-73.81161871
2007,3,3,0.0,45.43515461,-73.64344992
2008,7,3,0.0,45.44195289,-73.76434068
2009,10,3,0.0,45.53694667,-73.63234788
2007,8,2,0.0,45.44259395,-73.92168509
2009,4,1,0.0,45.46200253,-73.82588982
2009,9,1,0.0,45.5622847,-73.66905414
2006,1,2,0.0,45.68329632,-73.49744531
2008,12,1,0.0,45.59915776,-73.53509426
2007,2,1,0.0,45.42872419,-73.95042569
2009,12,1,0.0,45.49708136,-73.82517234
2009,4,2,0.0,45.53294417,-73.61708792
2010,9,2,0.0,45.46698017,-73.79373439
2009,12,3,0.0,45.53013368,-73.60995808
2006,2,2,0.0,45.67238555,-73.52685503
2008,10,1,0.0,45.52533262,-73.64563428
2007,4,2,0.0,45.59724254,-73.53367048
2007,6,3,0.0,45.49798121,-73.64723487
2006,11,2,0.0,45.51779962,-73.57015453
2008,11,3,0.0,45.5388111,-73.60775056
2008,6,1,0.0,45.4700888,-73.76803673
2008,10,2,0.0,45.65400638,-73.5626122
2009,2,1,0.0,45.50852554,-73.73887848
2008,6,1,0.0,45.44080005,-73.72460925
2006,5,1,0.0,45.43898996,-73.59684567
2008,12,1,0.0,45.51769701,-73.69137956
2008,7,1,0.0,45.64528137,-73.50854636
2007,2,2,0.0,45.56775468,-73.61006287
2008,11,3,0.0,45.43550511,-73.68461069
2009,5,3,0.0,45.52804567,-73.72365633
2008,1,1,0.0,45.59594225,-73.52215291
2007,10,3,0.0,45.5170875,-73.54160788
2007,5,3,0.0,45.64700765,-73.58123519
2008,4,3,0.0,45.48080729,-73.66511747
2010,12,1,0.0,45.62931661,-73.58087242
2010,6,3,0.0,45.46508137,-73.74561155
2006,3,3,0.0,45.57268051,-73.55972174
2009,7,3,0.0,45.50459555,-73.60463532
2009,9,3,0.0,45.53250423,-73.54507161
2008,11,3,0.0,45.55812051,-73.60366754
2007,9,1,0.0,45.52295445,-73.70481329
2009,1,2,0.0,45.44442092,-73.85887158
2006,6,3,0.0,45.52695199,-73.64162275
2007,2,1,0.0,45.61627269,-73.55889782
2006,1,1,0.0,45.63148539,-73.58228498
2010,11,2,0.0,45.5243506,-73.69523922
2010,9,2,0.0,45.44470231,-73.62251975
2006,5,2,0.0,45.58206158,-73.538727
2006,11,3,0.0,45.43809185,-73.88079593
2007,12,1,0.0,45.45449926,-73.72456474
2008,4,2,0.0,45.45401596,-73.8608432
2010,5,2,0.0,45.48342956,-73.74878848
2008,7,1,0.0,45.54080226,-73.57089322
2007,10,2,0.0,45.69326887,-73.49436887
2009,3,3,0.0,45.43063537,-73.63616309
2010,5,3,0.0,45.50060675,-73.67245019
2008,3,2,0.0,45.58016653,-73.53442914
2010,6,3,0.0,45.57519221,-73.62360369
2009,12,2,0.0,45.64178651,-73.58038623
2010,7,2,0.0,45.50276813,-73.55209909
2007,7,2,0.0,45.44250437,-73.592949
2006,9,3,0.0,45.52481209,-73.67481047
2006,11,1,0.0,45.59170059,-73.62391286
2009,10,3,0.0,45.44327759,-73.72781033
2007,11,2,0.0,45.48004494,-73.76162213
2006,1,3,0.0,45.58252525,-73.63257879
2007,1,2,0.0,45.51693605,-73.54092997
2006,7,3,0.0,45.52235245,-73.70819936
2010,12,1,0.0,45.50327105,-73.5681916
2007,6,2,0.0,45.50986546,-73.68039891
2010,10,1,0.0,45.5362388,-73.66299736
2010,2,3,0.0,45.52630004,-73.72163061
2008,1,2,0.0,45.50789245,-73.82128264
2009,7,2,0.0,45.67777316,-73.48806782
2009,8,2,0.0,45.51705009,-73.54900157
2009,2,3,0.0,45.48588188,-73.57944152
2009,10,3,0.0,45.48956489,-73.80479723
2007,10,2,0.0,45.64257898,-73.54970206
2006,1,1,0.0,45.51943344,-73.61412683
2007,11,2,0.0,45.65281847,-73.51114883
2008,5,3,0.0,45.49767278,-73.74881944
2010,8,1,0.0,45.52523045,-73.67175188
2008,1,1,0.0,45.62257125,-73.52766401
2010,5,3,0.0,45.45198285,-73.89538845
2009,12,1,0.0,45.49350744,-73.7605341
2009,9,3,0.0,45.49932921,-73.84168318
2006,11,3,0.0,45.53711318,-73.69869251
2006,10,3,0.0,45.48174298,-73.67441209
2008,2,1,0.0,45.50511958,-73.77420852
2009,7,2,0.0,45.43321943,-73.88358843
2008,6,3,0.0,45.64409079,-73.51491743
2006,3,2,0.0,45.61775203,-73.5234968
2006,8,2,0.0,45.49173498,-73.62119045
2010,11,1,0.0,45.45516197,-73.90822631
2008,11,3,0.0,45.56309831,-73.60037887
2009,6,1,0.0,45.47740283,-73.66086453
2009,9,1,0.0,45.54038023,-73.63995155
2008,7,3,0.0,45.66275498,-73.52523417
2006,8,3,0.0,45.54791809,-73.54982748
2009,9,1,0.0,45.51656517,-73.64787703
2010,3,1,0.0,45.45532782,-73.86342888
2009,12,2,0.0,45.633807,-73.53318205
2008,11,2,0.0,45.45139203,-73.6160731
2010,6,1,0.0,45.4285689,-73.87527113
2010,11,1,0.0,45.49142061,-73.63411207
2007,12,3,0.0,45.46304798,-73.85375848
2006,2,3,0.0,45.69027463,-73.5011849
2007,9,1,0.0,45.57677673,-73.5877253
2009,9,2,0.0,45.44188347,-73.93841068
2010,3,3,0.0,45.46952573,-73.57692596
2009,5,1,0.0,45.49084594,-73.78192185
2007,7,2,0.0,45.6636424,-73.51836617
2006,5,2,0.0,45.46474534,-73.68200821
2009,7,3,0.0,45.50895005,-73.81179188
2006,2,1,0.0,45.52313141,-73.67009223
2006,8,3,0.0,45.44443735,-73.70469625
2009,8,3,0.0,45.44981106,-73.75707371
2007,4,3,0.0,45.48793042,-73.81094808
2006,8,2,0.0,45.53171895,-73.60925849
2006,3,1,0.0,45.43763632,-73.69730192
2006,6,1,0.0,45.50280927,-73.56397317
2010,11,1,0.0,45.50098927,-73.57233194
2009,1,3,0.0,45.50731282,-73.77621912
2006,1,2,0.0,45.64962064,-73.54315411
2007,1,3,0.0,45.61282443,-73.54995432
2006,8,2,0.0,45.46402354,-73.62507161
2007,8,2,0.0,45.41366905,-73.94863673
2010,11,1,0.0,45.63418892,-73.50510856
2008,1,2,0.0,45.6004572,-73.54051884
2008,8,3,0.0,45.51908433,-73.56488392
2009,5,3,0.0,45.47727514,-73.8061214
2008,1,3,0.0,45.4945164,-73.74596286
2010,11,2,0.0,45.47740081,-73.67797369
2006,4,3,0.0,45.51449469,-73.74880128
2007,5,2,0.0,45.52522843,-73.69854066
2008,5,2,0.0,45.44193612,-73.63138208
2006,3,2,0.0,45.44368737,-73.65491463
2006,6,1,0.0,45.42557882,-73.92019688
2009,9,3,0.0,45.45454303,-73.57702747
2010,8,2,0.0,45.47570822,-73.56392308
2007,6,2,0.0,45.43879913,-73.95473778
2007,6,3,0.0,45.44311564,-73.93641571
2007,1,1,0.0,45.49066691,-73.70017087
2010,11,3,0.0,45.44892502,-73.80390348
2009,2,3,0.0,45.43716224,-73.88301794
2006,2,2,0.0,45.54455399,-73.61381035
2006,3,3,0.0,45.61119638,-73.57839407
2010,8,3,0.0,45.51315695,-73.71985063
2008,12,1,0.0,45.46802995,-73.61716821
2007,2,3,0.0,45.51859651,-73.72118504
2008,10,2,0.0,45.53205926,-73.72384725
2008,11,3,0.0,45.503223,-73.5792867
2008,10,3,0.0,45.49070611,-73.59352478
2009,11,3,0.0,45.58939379,-73.54519607
2007,8,3,0.0,45.52631108,-73.57738559
2010,4,2,0.0,45.45971006,-73.7170547
2009,1,2,0.0,45.50404604,-73.62688095
2008,12,3,0.0,45.57126727,-73.545014
2010,4,2,0.0,45.63268789,-73.56853905
2009,11,1,0.0,45.43783433,-73.85031502
2009,4,3,0.0,45.62502447,-73.59379307
2009,9,1,0.0,45.47190655,-73.66162368
2008,9,3,0.0,45.55122295,-73.60383464
2010,9,3,0.0,45.43216698,-73.93940312
2010,9,3,0.0,45.53936179,-73.67258682
2008,4,3,0.0,45.6144206,-73.59419197
2006,12,1,0.0,45.46631285,-73.57636278
2010,6,2,0.0,45.46025888,-73.82269226
2008,1,1,0.0,45.51475383,-73.54590852
2006,10,1,0.0,45.6540421,-73.50612808
2010,2,2,0.0,45.64584942,-73.54894724
2009,6,2,0.0,45.50337603,-73.68958648
2007,7,2,0.0,45.55925415,-73.66975523
2010,3,3,0.0,45.57786264,-73.64934433
2009,7,2,0.0,45.67554107,-73.49677195
2006,3,1,0.0,45.47918578,-73.67314195
2007,12,1,0.0,45.45382459,-73.66802067
2009,6,3,0.0,45.4672534,-73.70755062
2006,6,1,0.0,45.60493735,-73.57587332
2007,1,2,0.0,45.63881099,-73.52988156
2006,11,3,0.0,45.45158588,-73.6427042
2010,7,3,0.0,45.56243032,-73.52634395
2006,12,2,0.0,45.4521989,-73.79923069
2010,7,2,0.0,45.64208044,-73.55322364
2006,11,3,0.0,45.44327503,-73.77465038
2010,12,1,0.0,45.60928304,-73.60310613
2009,3,3,0.0,45.51776881,-73.63278935
2009,6,1,0.0,45.54063941,-73.70739128
2008,6,2,0.0,45.50429953,-73.69800489
2007,5,2,0.0,45.42425878,-73.62694783
2010,4,3,0.0,45.50248003,-73.84975651
2009,11,1,0.0,45.47084581,-73.8075808
2009,5,1,0.0,45.45396852,-73.8665162
2010,5,1,0.0,45.49742107,-73.62080035
2010,10,1,0.0,45.59847753,-73.54626579
2008,6,1,0.0,45.45382645,-73.84202163
2009,4,1,0.0,45.63800917,-73.53898712
2010,8,1,0.0,45.48337759,-73.59938909
2009,3,3,0.0,45.64851388,-73.49947459
2008,7,3,0.0,45.59764744,-73.52609535
2008,6,2,0.0,45.42806108,-73.92073992
2009,5,1,0.0,45.5816956,-73.62839705
2009,9,3,0.0,45.47844186,-73.59433738
2008,2,2,0.0,45.64352695,-73.51933569
2007,11,2,0.0,45.45309939,-73.68032137
2006,5,2,0.0,45.55092351,-73.66849099
2008,3,2,0.0,45.64788724,-73.51575766
2009,3,2,0.0,45.56925538,-73.53291424
2007,3,3,0.0,45.51062295,-73.75120009
2010,12,2,0.0,45.44174261,-73.85817393
2008,3,3,0.0,45.51384369,-73.67928879
2006,6,1,0.0,45.5099375,-73.69423492
2007,12,1,0.0,45.45857776,-73.77715389
2007,9,2,0.0,45.60616789,-73.55301696
2008,12,3,0.0,45.44708083,-73.75356036
2007,7,1,0.0,45.49691491,-73.69165645
2006,2,1,0.0,45.48112262,-73.69497421
2008,9,2,0.0,45.44151068,-73.91370728
2008,6,1,0.0,45.44524463,-73.94127049
2009,11,2,0.0,45.5742142,-73.61968491
2010,11,1,0.0,45.48893079,-73.83604411
2007,12,1,0.0,45.44819091,-73.62969073
2006,8,2,0.0,45.47857758,-73.79389155
2010,9,3,0.0,45.62817725,-73.56772136
2006,9,1,0.0,45.59681142,-73.62909947
2010,5,1,0.0,45.44468402,-73.62806376
2010,5,3,0.0,45.68680934,-73.49062859
2010,6,3,0.0,45.50970398,-73.82772237
2010,9,1,0.0,45.48790599,-73.56820655
2007,11,1,0.0,45.55972484,-73.57650995
2009,4,3,0.0,45.58435739,-73.60996217
2010,5,3,0.0,45.50090429,-73.6901003
2006,10,3,0.0,45.52199486,-73.59504358
2007,2,1,0.0,45.4992333,-73.84761282
2006,12,1,0.0,45.49741867,-73.77837293
2009,4,3,0.0,45.49945392,-73.57883234
2006,9,3,0.0,45.50705216,-73.74182413
2008,11,1,0.0,45.43356622,-73.70897171
2007,5,3,0.0,45.5241324,-73.63543758
2006,4,3,0.0,45.69258508,-73.49744685
2008,9,2,0.0,45.50406227,-73.58884402
2007,9,1,0.0,45.6592917,-73.53693317
2007,5,1,0.0,45.58798802,-73.53763928
2009,5,1,0.0,45.61919863,-73.54120895
